Utility,Zip Code,Month,Arrearage Count
PSE,98119,2022-08-01,495
PSE,98375,2024-11-01,1540
PSE,98922,2023-11-01,478
Avista,99131,2021-11-01,7
PSE,98443,2021-11-01,572
CNG,98802,2022-12-01,22
Avista,99102,2021-12-01,35
PSE,98558,2024-11-01,24
PSE,98445,2021-11-01,458
PSE,98383,2021-04-01,951
CNG,99337,2022-04-01,121
NWN,98684,2022-04-01,1161
Avista,99167,2025-01-01,35
Avista,99032,2024-06-01,26
PSE,98260,2024-08-01,301
CNG,99352,2023-08-01,388
CNG,98848,2022-10-01,6
PSE,98946,2024-01-01,54
PSE,98047,2024-12-01,530
PSE,98277,2021-02-01,3019
PSE,98118,2022-10-01,1625
PSE,98108,2022-08-01,985
PSE,98335,2022-09-01,418
PSE,98008,2022-09-01,843
CNG,98225,2022-09-01,760
NWN,98628,2025-05-01,25
CNG,98223,2023-01-01,339
PSE,98503,2024-12-01,3773
PSE,98043,2024-08-01,443
Avista,99018,2024-08-01,7
PSE,98002,2022-06-01,3591
CNG,98563,2024-08-01,35
PSE,98037,2023-11-01,617
PSE,98934,2025-03-01,147
PSE,98516,2025-06-01,2322
PSE,98512,2024-05-01,2343
NWN,98664,2023-10-01,395
PSE,98292,2021-09-01,50
PSE,98940,2024-02-01,198
CNG,98383,2022-04-01,177
PAC,99350,2022-09-01,5
PSE,98589,2023-11-01,533
PSE,98332,2024-10-01,290
PSE,98439,2024-10-01,485
PSE,98032,2022-03-01,4019
NWN,98607,2022-01-01,615
PAC, 98920  ,2024-02-01,118
Avista,99109,2022-09-01,208
PSE,98445,2023-11-01,728
PSE,98338,2021-03-01,636
NWN,98617,2022-12-01,0
Avista,99107,2022-10-01,0
Avista,99181,2022-05-01,148
PSE,98033,2024-07-01,1796
PSE,98003,2024-12-01,5433
PSE,98253,2025-01-01,85
PSE,98532,2023-11-01,185
Avista,99126,2025-02-01,60
PSE,98371,2025-06-01,123
PSE,98101,2025-04-01,42
PSE,98372,2024-10-01,2011
PSE,98403,2022-12-01,269
Avista,99005,2023-03-01,232
PAC, 98903  ,2024-08-01,1228
PSE,98283,2022-09-01,40
CNG,98563,2023-10-01,37
PSE,98364,2024-06-01,1
CNG,99354,2024-07-01,199
PSE,98087,2021-08-01,781
PSE,98056,2024-04-01,3030
PSE,98057,2025-05-01,1977
Avista,99039,2024-06-01,8
PSE,98109,2023-04-01,521
PSE,98087,2022-04-01,848
PSE,98260,2023-07-01,321
PSE,98007,2022-07-01,1761
NWN,98604,2022-04-01,1090
Avista,99016,2022-03-01,616
CNG,99301,2025-01-01,1875
PAC,99362,2025-05-01,3386
PSE,98030,2023-08-01,3405
CNG,98229,2022-10-01,368
Avista,99169,2025-05-01,85
PSE,98070,2023-12-01,708
Avista,99102,2022-05-01,38
Avista,99037,2023-10-01,272
PSE,98028,2021-10-01,803
PSE,98498,2025-04-01,101
PSE,98531,2022-08-01,516
PSE,98019,2022-04-01,349
PSE,98203,2023-07-01,863
PSE,98328,2024-11-01,41
PSE,98208,2025-01-01,1178
CNG,98563,2023-12-01,32
Avista,99208,2021-11-01,2596
CNG,98220,2024-03-01,12
Avista,99326,2025-06-01,18
PSE,98439,2021-02-01,566
PSE,98502,2022-10-01,2685
Avista,99004,2021-12-01,137
Avista,98648,2025-05-01,28
PSE,98941,2021-12-01,82
PSE,98040,2021-04-01,653
Avista,99171,2025-05-01,33
PSE,98005,2023-04-01,1022
PSE,98257,2021-07-01,336
Avista,99173,2023-01-01,114
PSE,98273,2024-06-01,2266
PSE,98375,2024-03-01,1629
PSE,98402,2025-04-01,16
PSE,98026,2024-02-01,730
Avista,99104,2022-02-01,0
PSE,98042,2025-02-01,3399
PSE,98288,2021-04-01,24
NWN,98682,2025-02-01,2213
Avista,99403,2024-10-01,595
Avista,99148,2024-10-01,126
Avista,99037,2021-06-01,274
PSE,98070,2024-09-01,604
PSE,98406,2023-12-01,789
PSE,98032,2023-11-01,4504
CNG,98626,2022-10-01,60
Avista,99018,2023-04-01,5
PSE,98201,2022-11-01,992
PSE,98597,2021-10-01,2042
PSE,98467,2025-03-01,276
CNG,98221,2022-03-01,329
PSE,98408,2025-05-01,93
NWN,98635,2022-06-01,1
Avista,99228,2022-08-01,0
PSE,98503,2024-04-01,3698
Avista,99223,2024-09-01,1048
Avista,99148,2025-01-01,155
CNG,98936,2022-01-01,57
PSE,98056,2022-12-01,2571
Avista,99217,2023-06-01,849
PSE,98235,2023-05-01,1034
PSE,98077,2021-08-01,212
Avista,99167,2021-05-01,51
Avista,99022,2024-07-01,153
PSE,98126,2021-02-01,550
Avista,99156,2023-03-01,1
PSE,98008,2022-03-01,769
PSE,98177,2024-04-01,442
PSE,98146,2022-08-01,667
PSE,98516,2025-05-01,2342
Avista,99181,2023-10-01,121
Avista,99012,2022-11-01,41
CNG,99353,2023-01-01,36
CNG,99354,2022-11-01,176
PSE,98558,2022-12-01,9
NWN,98617,2023-07-01,0
PAC,98908,2025-02-01,3938
PAC, 98921  ,2024-10-01,68
Avista,99170,2024-04-01,34
CNG,98240,2023-10-01,15
PSE,98342,2024-02-01,126
Avista,99122,2021-08-01,104
PSE,98119,2023-12-01,511
Avista,99113,2025-07-01,7
PSE,98158,2021-12-01,1
PSE,98148,2024-03-01,728
PSE,98103,2022-09-01,1199
NWN,98661,2025-06-01,800
PSE,98342,2024-07-01,129
PSE,98051,2023-01-01,219
PSE,98444,2022-02-01,642
PSE,98112,2025-06-01,695
Avista,99109,2025-09-01,185
PSE,98232,2021-05-01,137
Avista,98857,2022-04-01,2
Avista,99158,2025-06-01,21
PSE,98118,2023-07-01,1721
PSE,98121,2023-07-01,164
PSE,98072,2021-07-01,656
Avista,99179,2021-05-01,24
PSE,98281,2021-08-01,464
CNG,98948,2023-10-01,190
PSE,98002,2021-09-01,4083
Avista,98857,2025-02-01,1
PAC, 98938  ,2024-01-01,167
PSE,98208,2021-06-01,1070
PSE,98134,2022-07-01,24
CNG,98257,2025-06-01,49
PSE,98342,2022-05-01,130
PSE,98235,2022-01-01,27
PSE,98366,2024-10-01,2758
PSE,98385,2022-03-01,19
PSE,98188,2023-10-01,2241
PSE,98531,2025-06-01,526
PSE,98011,2021-02-01,1075
Avista,99176,2025-04-01,3
CNG,98802,2024-03-01,28
Avista,98857,2023-05-01,2
PSE,98294,2023-10-01,397
Avista,99130,2023-06-01,38
PSE,98026,2022-05-01,803
PSE,98323,2024-02-01,78
Avista,99026,2024-02-01,77
PSE,98019,2022-08-01,340
Avista,99169,2021-04-01,70
CNG,98563,2022-09-01,47
PSE,98321,2025-01-01,910
CNG,98801,2023-06-01,84
PSE,98260,2022-10-01,332
Avista,99179,2025-03-01,22
Avista,99371,2021-07-01,17
PSE,98026,2022-10-01,742
Avista,99176,2023-07-01,4
PSE,98532,2025-06-01,175
PSE,98148,2023-01-01,648
PSE,98030,2021-02-01,3058
PSE,98235,2023-08-01,20
PSE,98467,2022-09-01,256
PSE,98267,2022-10-01,35
PSE,98225,2024-01-01,2996
PSE,98144,2023-06-01,1210
PSE,98262,2025-04-01,52
CNG,99301,2023-05-01,1898
PSE,98230,2022-03-01,1188
PSE,98148,2022-03-01,629
PSE,98354,2022-07-01,178
Avista,99005,2021-08-01,198
PSE,98424,2024-11-01,297
PAC,99363,2022-05-01,26
CNG,99344,2022-11-01,139
PSE,98198,2025-05-01,3897
CNG,98220,2022-05-01,9
PSE,98267,2023-09-01,42
CNG,98674,2022-03-01,23
PSE,98406,2023-02-01,514
PSE,98055,2022-02-01,2098
PSE,98106,2023-03-01,628
PSE,98530,2024-06-01,67
PSE,98424,2021-06-01,235
PSE,98021,2025-04-01,606
PSE,98288,2024-08-01,38
PSE,98188,2024-09-01,1886
Avista,99164,2022-05-01,1
PSE,98407,2025-04-01,19
PAC, 99301  ,2024-02-01,548
CNG,98524,2024-02-01,7
CNG,98230,2025-01-01,397
PSE,98288,2025-03-01,40
PSE,98273,2025-04-01,2324
Avista,99114,2021-08-01,558
PSE,98221,2021-10-01,1538
PSE,98262,2022-04-01,130
CNG,98524,2022-12-01,4
CNG,99301,2022-04-01,1499
PSE,98311,2025-04-01,2133
Avista,99206,2025-01-01,1381
Avista,99025,2021-01-01,101
PSE,98374,2022-03-01,2308
PSE,98345,2025-02-01,35
PSE,98248,2024-01-01,2425
PSE,98337,2023-01-01,913
Avista,99027,2021-01-01,322
Avista,99402,2022-07-01,55
PSE,98104,2024-10-01,49
PSE,98406,2023-06-01,1063
PSE,(blank),2024-09-01,241
PSE,98294,2022-04-01,341
NWN,98628,2023-12-01,8
PSE,98312,2021-03-01,2133
PSE,98354,2021-01-01,130
Avista,99161,2021-02-01,81
PSE,98014,2021-02-01,194
Avista,99026,2025-08-01,84
PSE,98271,2022-08-01,456
PSE,98105,2024-08-01,894
PSE,98380,2022-09-01,287
PSE,98360,2025-05-01,2
PSE,98043,2025-01-01,425
CNG,98802,2024-04-01,24
PSE,98345,2021-04-01,33
PSE,98327,2023-10-01,557
NWN,98604,2025-02-01,451
NWN,98682,2022-02-01,2355
Avista,99167,2024-06-01,44
Avista,99205,2023-08-01,2107
Avista,99212,2021-03-01,1181
CNG,98240,2023-09-01,15
PAC, 98948  ,2024-12-01,1066
PSE,98346,2023-11-01,565
Avista,99143,2024-04-01,17
PSE,98121,2022-07-01,138
PSE,98531,2022-09-01,537
PSE,98346,2022-06-01,536
PSE,98421,2021-12-01,4
Avista,99021,2024-04-01,265
PSE,(blank),2023-04-01,376
Avista,99114,2025-02-01,510
PSE,98122,2022-06-01,1360
PSE,98374,2024-01-01,2905
NWN,98612,2022-06-01,0
NWN,98675,2022-07-01,0
CNG,98284,2022-08-01,309
PSE,98383,2021-08-01,1102
Avista,99101,2024-10-01,69
PSE,98342,2022-11-01,51
Avista,99103,2025-02-01,21
PSE,98274,2025-02-01,1216
PSE,98292,2021-01-01,52
PSE,98248,2024-04-01,2379
Avista,99004,2023-07-01,169
CNG,98284,2022-09-01,316
PSE,98068,2023-12-01,87
PSE,98052,2023-06-01,3617
PSE,98346,2024-03-01,1029
PSE,98385,2021-01-01,22
PSE,98074,2024-03-01,956
PSE,98296,2021-03-01,242
CNG,98311,2022-05-01,419
NWN,98661,2022-05-01,921
PSE,98596,2021-08-01,16
Avista,99011,2021-12-01,0
PSE,98467,2024-04-01,268
PSE,98290,2023-10-01,472
PSE,98177,2021-02-01,315
Avista,99170,2024-10-01,33
PSE,98038,2021-06-01,1584
PSE,98513,2025-02-01,2763
Avista,99023,2025-06-01,8
PSE,98418,2024-05-01,495
CNG,98930,2023-08-01,159
PSE,98126,2023-03-01,743
PSE,98077,2024-09-01,244
NWN,98762,2022-01-01,0
CNG,98345,2024-06-01,4
PSE,98345,2021-06-01,38
PSE,98235,2024-05-01,24
PSE,98036,2023-04-01,871
PSE,98327,2024-09-01,502
PSE,98148,2025-04-01,751
PSE,98353,2023-06-01,640
PSE,98503,2024-10-01,3306
PSE,98136,2024-11-01,434
Avista,99113,2024-01-01,14
PSE,98499,2023-01-01,644
PSE,98204,2024-11-01,682
PSE,98188,2023-11-01,2235
PSE,98532,2023-05-01,211
PSE,98327,2022-11-01,480
PSE,98372,2023-01-01,1955
Avista,99219,2022-12-01,0
PSE,98226,2024-08-01,2916
Avista,99109,2022-08-01,140
PSE,98366,2023-10-01,2979
PSE,98045,2021-01-01,697
PSE,98934,2024-02-01,128
PSE,98388,2023-12-01,149
PSE,98558,2024-01-01,26
Avista,99158,2022-03-01,15
PSE,98121,2021-08-01,129
PSE,98012,2021-04-01,831
Avista,99006,2025-06-01,315
CNG,98276,2023-09-01,38
PSE,98940,2023-02-01,92
PSE,98038,2025-03-01,1932
Avista,99179,2021-10-01,20
NWN,98629,2024-03-01,245
PAC, 99328  ,2024-07-01,351
PSE,98424,2021-11-01,236
CNG,99337,2022-05-01,147
Avista,99009,2024-06-01,70
PSE,98239,2024-02-01,481
CNG,98271,2024-05-01,112
NWN,98639,2025-02-01,40
NWN,98668,2023-06-01,0
PSE,98203,2023-10-01,861
PSE,98122,2021-01-01,1083
PSE,98424,2022-02-01,240
Avista,99117,2023-03-01,21
PSE,98075,2025-05-01,691
Avista,99104,2022-03-01,0
PSE,98922,2022-01-01,648
Avista,99169,2025-09-01,72
NWN,98668,2025-02-01,0
NWN,98671,2024-07-01,490
PSE,98040,2021-07-01,717
PSE,98270,2022-02-01,2262
PSE,98396,2022-06-01,31
CNG,99337,2025-04-01,183
Avista,99040,2023-05-01,82
PSE,98232,2023-05-01,1296
Avista,99040,2023-10-01,69
PAC,98951,2022-03-01,1059
Avista,99224,2021-05-01,868
PSE,98040,2024-11-01,894
CNG,98370,2025-02-01,168
PSE,98125,2025-03-01,565
PSE,98007,2023-09-01,2046
PSE,98133,2022-12-01,856
Avista,99122,2024-01-01,88
NWN,98762,2023-03-01,0
PSE,98042,2024-07-01,3276
PAC, 98948  ,2024-07-01,1027
Avista,99008,2021-02-01,24
PSE,98236,2021-09-01,295
PSE,98512,2022-11-01,2088
PSE,98126,2024-08-01,712
PSE,98260,2023-02-01,330
NWN,98626,2022-07-01,0
NWN,97301,2024-08-01,0
PSE,98311,2024-11-01,2051
CNG,98948,2023-07-01,219
PSE,98006,2023-01-01,1273
Avista,99030,2025-05-01,39
NWN,97301,2024-07-01,0
PAC, 99350  ,2024-11-01,9
PSE,98024,2024-12-01,279
CNG,99352,2025-03-01,443
CNG,99354,2023-06-01,198
PSE,98466,2022-09-01,593
PSE,98272,2025-01-01,751
Avista,99022,2025-09-01,158
NWN,98663,2024-06-01,299
NWN,98672,2023-07-01,123
PSE,98391,2025-05-01,14
PSE,98050,2025-05-01,16
CNG,98674,2022-09-01,99
NWN,98629,2023-09-01,125
CNG,98802,2024-10-01,24
Avista,99151,2024-12-01,8
Avista,99034,2024-07-01,5
PSE,98281,2023-06-01,3169
PSE,98383,2023-05-01,337
NWN,98604,2023-01-01,828
PSE,98252,2023-05-01,65
PSE,98346,2024-09-01,531
PSE,98580,2021-03-01,309
PAC, 99323  ,2024-02-01,398
PSE,98055,2021-02-01,1861
PSE,98248,2021-06-01,1891
PSE,98263,2023-09-01,39
PSE,98201,2023-02-01,1092
PSE,98418,2023-05-01,768
PSE,98229,2025-01-01,1528
PSE,98370,2023-06-01,1696
PSE,98276,2021-09-01,75
PSE,98294,2022-05-01,243
Avista,99037,2025-03-01,306
Avista,99403,2025-07-01,586
Avista,99146,2025-05-01,4
PSE,98288,2022-09-01,44
PSE,98940,2024-01-01,201
Avista,99026,2021-02-01,91
Avista,99022,2022-07-01,233
PSE,98232,2022-10-01,157
PSE,98258,2022-07-01,1746
Avista,99159,2021-08-01,45
PSE,98002,2023-02-01,3764
Avista,99025,2022-03-01,100
PSE,98253,2022-05-01,84
Avista,99037,2023-07-01,299
PSE,98146,2024-10-01,687
PSE,98115,2021-08-01,1200
Avista,99101,2025-09-01,86
PSE,98934,2023-03-01,124
PSE,98236,2021-03-01,260
Avista,99171,2024-07-01,27
PSE,98010,2023-07-01,503
CNG,98541,2024-12-01,27
PSE,98558,2022-03-01,18
PSE,98332,2025-04-01,24
PSE,98499,2024-10-01,660
CNG,98345,2023-04-01,8
Avista,99122,2023-04-01,105
CNG,98225,2022-06-01,731
NWN,98125,2024-07-01,0
PSE,98392,2023-07-01,338
Avista,99201,2024-08-01,845
Avista,99149,2024-09-01,14
PAC,98935,2025-01-01,158
PSE,98433,2025-01-01,1
PSE,98026,2024-01-01,690
PSE,98038,2023-02-01,1984
PSE,98329,2022-10-01,6
PSE,98021,2024-06-01,631
Avista,99129,2024-11-01,57
Avista,99114,2022-07-01,614
CNG,98277,2022-03-01,239
NWN,98762,2023-08-01,0
CNG,98951,2022-08-01,65
PSE,98074,2023-06-01,972
NWN,98125,2024-12-01,0
PSE,98367,2021-10-01,1432
PSE,98003,2021-04-01,3610
PSE,98252,2022-10-01,235
PSE,98238,2021-04-01,2
CNG,98284,2022-01-01,230
PSE,98418,2023-09-01,543
PSE,98068,2021-03-01,79
PSE,98122,2025-04-01,1475
PSE,98058,2022-07-01,2682
PSE,98136,2024-09-01,445
Avista,99101,2023-08-01,82
CNG,99337,2023-01-01,120
PSE,98021,2021-01-01,394
NWN,98685,2022-08-01,503
PSE,98002,2025-02-01,3952
PSE,98115,2024-06-01,880
PSE,98148,2024-06-01,759
PSE,98530,2023-10-01,65
Avista,99020,2023-07-01,2
PAC,99324,2022-08-01,471
PSE,98267,2024-12-01,42
NWN,98307,2024-10-01,0
NWN,98664,2023-01-01,422
PSE,98023,2021-07-01,3225
NWN,98620,2024-08-01,0
PSE,98558,2024-10-01,22
PSE,98934,2024-05-01,109
PAC,99362,2022-08-01,1992
Avista,99006,2022-08-01,238
PSE,98070,2025-02-01,681
PSE,98014,2025-02-01,227
PSE,98422,2022-02-01,508
PSE,98004,2022-09-01,2489
PSE,98276,2024-02-01,102
PSE,98277,2023-06-01,93
Avista,99003,2023-06-01,100
NWN,98307,2023-01-01,0
CNG,98337,2023-07-01,215
PSE,98943,2023-10-01,78
PSE,98513,2023-01-01,2588
PSE,98244,2022-11-01,251
PSE,98253,2023-06-01,268
Avista,99032,2024-09-01,21
PSE,98266,2023-07-01,505
PSE,98371,2025-04-01,122
PSE,98373,2022-01-01,1744
Avista,99206,2022-06-01,1524
PSE,98252,2021-03-01,222
Avista,99185,2022-10-01,54
Avista,99143,2023-12-01,27
Avista,99144,2022-03-01,0
PAC, 99360  ,2024-04-01,59
CNG,98902,2023-01-01,1300
PSE,98922,2023-03-01,809
Avista,99159,2021-03-01,43
Avista,99174,2022-05-01,4
PSE,98106,2024-06-01,614
Avista,99101,2023-06-01,81
CNG,98273,2023-07-01,667
PSE,(blank),2024-06-01,216
NWN,97031,2022-02-01,0
Avista,99102,2023-01-01,48
Avista,99130,2025-09-01,46
CNG,98247,2024-11-01,129
Avista,99176,2023-12-01,4
PSE,98408,2022-08-01,896
PSE,98092,2022-07-01,4224
CNG,98932,2023-10-01,61
PSE,98058,2023-12-01,3023
Avista,99163,2024-08-01,1305
Avista,99110,2025-06-01,33
Avista,99179,2025-04-01,24
CNG,98257,2022-04-01,37
Avista,99170,2022-04-01,41
PSE,98580,2023-12-01,435
Avista,99157,2022-05-01,50
Avista,99228,2023-10-01,0
NWN,98626,2023-02-01,0
PAC,99323,2025-02-01,240
NWN,98125,2024-08-01,0
CNG,98282,2024-09-01,33
Avista,99181,2024-10-01,109
CNG,98276,2022-12-01,24
PSE,98275,2022-08-01,351
PSE,98406,2022-12-01,825
PSE,98558,2023-05-01,28
NWN,98674,2022-11-01,0
Avista,99034,2024-12-01,6
NWN,97031,2025-06-01,0
Avista,99006,2023-04-01,272
NWN,98665,2022-09-01,615
Avista,99122,2022-06-01,86
PSE,98053,2023-12-01,622
PSE,98406,2022-01-01,651
PSE,98043,2024-04-01,443
Avista,99217,2022-02-01,1077
CNG,99338,2023-05-01,80
PAC, 98908  ,2024-08-01,2846
Avista,99025,2022-09-01,81
Avista,99012,2021-08-01,51
CNG,99338,2022-03-01,42
Avista,99137,2024-09-01,27
PSE,98380,2024-02-01,282
Avista,99371,2022-12-01,16
NWN,98648,2024-11-01,0
PSE,98109,2021-10-01,425
PSE,98409,2025-06-01,17
PSE,98558,2023-08-01,36
NWN,97388,2024-06-01,0
Avista,99016,2023-11-01,879
CNG,98248,2025-04-01,529
PSE,98225,2022-09-01,2853
NWN,98684,2022-08-01,856
PSE,98109,2023-07-01,496
CNG,98901,2022-01-01,265
CNG,98366,2022-11-01,498
CNG,98626,2025-02-01,30
CNG,98271,2023-12-01,138
PSE,98597,2023-07-01,2490
PSE,98390,2025-05-01,104
PSE,98047,2025-01-01,551
PSE,98144,2021-06-01,1183
PSE,98012,2021-10-01,1256
PSE,98198,2021-11-01,2988
Avista,99157,2024-01-01,44
PSE,98239,2022-04-01,437
NWN,98606,2024-03-01,64
PSE,98220,2022-03-01,34
PSE,98235,2024-06-01,20
Avista,99158,2024-05-01,22
PSE,98329,2025-05-01,13
CNG,98345,2023-07-01,4
NWN,98684,2023-06-01,996
PSE,98409,2022-08-01,694
Avista,99012,2023-09-01,40
PSE,98021,2022-09-01,598
Avista,99174,2021-10-01,7
Avista,99014,2024-05-01,4
CNG,99362,2025-02-01,816
CNG,98902,2022-05-01,1416
Avista,99005,2022-06-01,156
Avista,99025,2023-03-01,90
PSE,98596,2022-04-01,24
PSE,98014,2021-07-01,474
Avista,99107,2025-06-01,1
PSE,98109,2023-03-01,486
PSE,98310,2022-03-01,2173
CNG,98625,2025-03-01,22
PSE,98321,2022-02-01,936
CNG,98584,2023-05-01,167
Avista,99032,2021-04-01,24
PSE,98408,2021-07-01,916
PSE,98053,2024-09-01,626
PSE,98443,2021-03-01,41
PSE,98263,2022-05-01,33
PSE,98010,2023-04-01,556
PSE,98107,2021-04-01,388
PSE,98262,2023-08-01,113
PSE,98383,2023-08-01,1581
NWN,98604,2022-03-01,702
PSE,98168,2022-10-01,995
PSE,98407,2022-10-01,657
Avista,99402,2022-06-01,52
CNG,98383,2023-01-01,216
PSE,98558,2021-09-01,9
Avista,99008,2022-06-01,22
PSE,98074,2022-08-01,898
PAC,98903,2022-04-01,1966
PSE,98404,2023-03-01,1071
CNG,98563,2022-04-01,38
PSE,98946,2024-06-01,46
CNG,98936,2023-06-01,118
PSE,98940,2022-08-01,200
NWN,98604,2023-09-01,598
PSE,98292,2022-10-01,51
PSE,98072,2022-06-01,854
CNG,99324,2022-04-01,140
Avista,99218,2022-07-01,701
Avista,99208,2024-11-01,2491
CNG,98903,2023-01-01,152
PSE,98115,2024-11-01,914
PSE,98345,2023-11-01,39
PSE,98290,2023-12-01,550
PSE,98266,2024-04-01,518
NWN,98026,2024-08-01,0
PSE,98941,2021-11-01,72
CNG,98284,2023-03-01,297
CNG,98337,2023-05-01,220
PSE,98236,2023-01-01,354
NWN,98642,2023-07-01,763
PSE,98499,2024-03-01,652
Avista,99173,2023-11-01,127
PSE,98925,2024-12-01,87
PSE,98230,2022-04-01,1227
PSE,98224,2024-05-01,37
PSE,98946,2025-01-01,59
NWN,98612,2024-01-01,0
PSE,98106,2022-03-01,575
PAC,98938,2025-06-01,181
PSE,98530,2021-07-01,1687
PSE,98387,2021-06-01,1983
PSE,98262,2022-12-01,148
NWN,98642,2024-02-01,316
PSE,98430,2025-03-01,1
PSE,98579,2022-11-01,785
PSE,98144,2024-07-01,1108
CNG,98230,2022-07-01,417
PSE,98281,2023-04-01,3399
PSE,98374,2022-05-01,2402
PSE,98296,2021-07-01,411
CNG,98802,2023-11-01,18
PSE,98354,2024-10-01,206
Avista,99341,2021-11-01,46
PSE,98591,2023-01-01,15
CNG,98611,2024-01-01,11
Avista,99157,2025-05-01,57
CNG,99323,2022-03-01,11
PSE,98568,2021-05-01,1
PSE,98360,2024-01-01,766
CNG,98948,2022-07-01,191
Avista,99113,2023-03-01,10
Avista,99033,2023-04-01,33
Avista,99134,2023-09-01,29
PSE,98360,2025-04-01,2
PSE,98283,2021-01-01,33
PSE,98934,2025-05-01,138
CNG,98674,2023-11-01,87
Avista,99207,2021-01-01,2612
NWN,98685,2023-04-01,836
PSE,98136,2021-04-01,257
PSE,98068,2025-03-01,84
CNG,98524,2023-03-01,7
PSE,98263,2021-11-01,26
PSE,98121,2022-11-01,148
CNG,98311,2023-07-01,524
PSE,98006,2024-01-01,1319
NWN,98307,2023-12-01,0
CNG,99362,2024-09-01,834
PSE,98236,2022-04-01,351
Avista,99163,2022-09-01,1682
PAC,98952,2025-06-01,65
PSE,98058,2023-01-01,2827
PAC,99363,2022-01-01,12
PSE,98244,2024-03-01,295
Avista,99130,2023-01-01,41
PSE,98501,2023-09-01,4012
Avista,99326,2022-11-01,21
PSE,98335,2024-12-01,445
PAC,99360,2025-01-01,87
PSE,98121,2021-12-01,95
PSE,98272,2024-10-01,785
Avista,99205,2022-12-01,1891
PSE,98530,2025-05-01,81
PSE,98122,2022-08-01,1321
CNG,98244,2022-02-01,1
PSE,98327,2023-03-01,556
PSE,98121,2023-01-01,170
CNG,98524,2024-06-01,6
PSE,98036,2021-09-01,743
NWN,98629,2022-10-01,138
PAC, 98953  ,2024-09-01,506
Avista,99030,2023-10-01,25
PSE,98119,2023-11-01,501
Avista,99129,2025-02-01,68
PSE,98433,2022-11-01,362
PSE,98274,2021-11-01,985
PSE,98354,2022-12-01,171
PSE,98045,2023-12-01,819
Avista,99025,2025-02-01,78
CNG,98520,2023-04-01,151
NWN,98626,2024-05-01,0
NWN,98119,2023-05-01,0
PSE,98498,2025-06-01,97
PSE,98295,2023-06-01,240
Avista,99176,2023-09-01,4
PSE,98014,2024-06-01,303
Avista,99169,2021-02-01,95
Avista,99126,2023-09-01,55
PSE,98444,2023-10-01,807
PSE,98248,2023-12-01,2523
PSE,98092,2022-02-01,3421
Avista,99167,2024-02-01,26
PSE,98466,2022-12-01,614
PSE,98204,2022-01-01,618
PSE,98597,2022-12-01,2186
PSE,98117,2021-03-01,504
NWN,98601,2022-11-01,0
Avista,99205,2022-03-01,2357
PAC,98921,2022-04-01,91
PSE,98364,2025-05-01,198
PSE,98056,2023-08-01,2858
NWN,98610,2023-07-01,53
PSE,98031,2023-04-01,3311
Avista,99341,2025-03-01,46
PSE,98502,2024-02-01,2839
PSE,98104,2024-06-01,42
PSE,98051,2023-07-01,225
PSE,98047,2024-08-01,746
PSE,98403,2023-04-01,53
Avista,99138,2022-08-01,130
PSE,98407,2025-02-01,661
PSE,98260,2022-01-01,281
Avista,99101,2021-09-01,74
Avista,99001,2022-03-01,236
PSE,98443,2021-02-01,58
Avista,99141,2025-09-01,300
PSE,98388,2022-03-01,136
Avista,99151,2021-09-01,12
Avista,99170,2024-11-01,36
Avista,99137,2025-07-01,31
PSE,98446,2022-10-01,393
Avista,99101,2021-11-01,74
PSE,98421,2025-01-01,7
PSE,98119,2022-03-01,495
NWN,98671,2022-02-01,665
NWN,98662,2022-07-01,1108
Avista,99006,2025-03-01,229
NWN,98612,2022-02-01,0
PSE,98204,2022-03-01,606
PAC, 98936  ,2024-04-01,499
PSE,98074,2023-04-01,1093
NWN,98685,2023-05-01,844
PSE,98312,2022-07-01,2756
CNG,98247,2024-08-01,111
PAC, 98937  ,2024-04-01,459
PSE,98404,2022-10-01,1013
PSE,98580,2024-01-01,446
PSE,98264,2024-06-01,1599
CNG,98274,2024-02-01,282
PSE,98102,2022-02-01,547
Avista,99137,2024-12-01,28
PSE,98934,2023-02-01,123
PSE,98126,2022-04-01,710
Avista,99371,2025-01-01,16
Avista,99167,2025-06-01,40
PSE,98364,2024-03-01,2
NWN,98606,2025-06-01,68
CNG,99338,2023-04-01,108
Avista,99036,2022-05-01,5
PSE,98235,2023-09-01,25
PSE,98532,2022-06-01,14
PSE,98340,2024-05-01,233
PSE,98271,2025-02-01,576
Avista,99173,2023-04-01,142
PSE,98934,2021-07-01,94
PSE,98591,2024-08-01,15
PSE,98012,2022-09-01,1442
PSE,98354,2021-07-01,167
PSE,98266,2022-01-01,448
PAC,98920,2022-09-01,1
CNG,98273,2023-04-01,703
PAC,98953,2022-06-01,641
PSE,98385,2023-07-01,29
CNG,98233,2022-01-01,456
PSE,98422,2021-11-01,468
PSE,98225,2022-03-01,2371
Avista,99173,2022-01-01,125
PSE,98203,2021-11-01,830
Avista,99181,2023-08-01,131
CNG,98274,2025-02-01,289
Avista,99220,2024-08-01,0
Avista,99161,2022-04-01,70
CNG,98528,2022-08-01,15
CNG,98257,2024-10-01,42
NWN,98661,2024-01-01,559
PSE,98267,2023-06-01,495
Avista,99113,2024-10-01,7
PSE,98283,2022-11-01,37
PSE,98026,2021-05-01,664
PSE,98059,2021-02-01,1744
PSE,98926,2023-06-01,397
CNG,99323,2022-08-01,18
PSE,98038,2021-03-01,1480
